1,40
1,48
1,114
1,179
1,207
1,243
1,328
1,344
1,414
1,477
1,543
1,555
1,644
1,680
1,749
1,781
1,845
1,924
1,1006
1,1066
1,1112
1,1184
1,1232
1,1301
1,1440
1,1470
1,1533
1,1625
1,1717
1,1798
1,1888
1,1963
1,2028
1,2090
1,2141
1,2232
1,2304
1,2389
1,2524
1,2562
1,2664
1,2799
1,2843
1,3008
1,3087
1,3115
1,3230
1,3322
1,3487
1,3576
1,3696
1,3784
1,3902
1,3992
1,4087
1,4200
1,4246
1,4330
1,4529
1,4628
1,4668
1,4869
1,4995
1,4999
1,5216
1,5326
1,5366
1,5585
1,5615
1,5715
1,5922
1,5960
1,6195
1,6323
1,6355
1,6463
1,6715
1,6743
1,6881
1,7103
1,7232
1,7356
1,7527
1,7547
1,7771
1,7946
1,8079
1,8099
1,8248
1,8516
1,8655
1,8693
1,8823
1,9002
1,9238
1,9408
1,9569
1,9577
1,9849
1,10010
1,10052
1,10218
1,10377
1,10663
1,10837
1,10853
1,11017
1,11204
1,11478
1,11518
1,11682
1,11986
1,12028
1,12344
1,12356
1,12693
1,12709
1,12885
1,13206
1,13408
1,13434
1,13606
1,13780
1,13967
1,14158
1,14505
1,14537
1,17878
1,18060
1,18076
1,18283
1,18469
1,18659
1,19003
1,19165
1,19199
1,19399
1,25571
1,25921
1,25943
1,29287
1,29471
1,29519
1,29696
1,30019
1,30059
1,30247
1,30597
1,30615
1,30797
1,31011
1,31203
1,31367
1,34555
1,34909
1,35067
1,35099
1,38467
1,38471
1,38661
1,39013
1,39195
1,39215
1,39574
1,39748
1,39790
1,39957
1,40142
1,40505
1,40517
1,43854
1,44031
1,44233
1,44422
1,44616
1,44801
1,44823
1,45164
1,45182
1,48515
1,48719
1,48902
1,49079
1,49243
1,49459
1,49477
1,49807
1,49863
1,50030
1,50210
1,50417
1,50755
1,50777
1,54096
1,54281
1,54339
1,54683
1,54850
1,54876
1,55234
1,55396
1,58610
1,58771
1,58807
1,58994
1,62090
1,62209
1,62263
1,62319
1,62379
1,62446
1,62515
1,62572
1,62602
1,62718
1,62780
1,62837
1,62904
1,62934
1,62978
1,63088
1,63120
1,63200
1,63260
1,63302
1,63362
1,63418
1,63456
1,63516
1,63624
1,63636
1,63692
1,63752
1,63839
1,63897
1,63961
1,64005
1,64075
1,64165
1,64199
1,64289
1,64341
1,64401
1,64469
1,64529
1,64559
1,64593
1,64675
1,64717
1,64773
1,64869
1,64893
1,64961
1,65035
1,65121
1,65167
1,65193
1,65305
1,65363
1,65429
1,65439
1,65531
1,65563
1,65613
1,65725
1,65785
1,65813
1,65854
1,65975
1,66007
1,66081
1,66136
1,66190
1,66242
1,66280
1,66340
1,66412
1,66480
1,66570
1,66632
1,66664
1,66704
1,66808
1,66840
1,66884
1,66970
1,67008
1,67094
1,67164
1,67180
1,67296
1,67320
1,67386
1,67446
1,67532
1,67544
1,67604
1,67682
1,67772
1,67822
1,67892
1,67920
1,68012
1,68054
1,68108
1,68174
1,68212
1,68316
1,68346
1,68384
1,68456
1,68522
1,68600
1,68624
1,68726
1,68760
1,68822
1,68916
1,68946
1,69006
1,69040
1,69156
1,69208
1,69232
1,69288
1,69384
1,69422
1,69478
1,69564
1,69636
1,69658
1,69752
1,69794
1,69870
