2025-03-24 05:15:40 - Mitigated agent 3: deviation=334.25, median=-11.30, weight=0.77, threshold=77.60, original=322.95, new=66.29
2025-03-24 05:15:40 - Mitigated agent 3: deviation=120.03, median=30.09, weight=0.31, threshold=83.35, original=-89.95, new=-53.26
2025-03-24 05:15:40 - Mitigated agent 3: deviation=162.67, median=36.15, weight=0.45, threshold=90.25, original=-126.51, new=-54.10
2025-03-24 05:15:40 - Mitigated agent 3: deviation=170.78, median=38.91, weight=0.41, threshold=101.57, original=-131.88, new=-62.66
2025-03-24 05:15:40 - Mitigated agent 3: deviation=145.65, median=39.35, weight=0.22, threshold=113.16, original=-106.29, new=-73.80
2025-03-24 05:15:40 - Mitigated agent 0: deviation=101.45, median=-41.53, weight=0.23, threshold=78.45, original=59.91, new=36.92
2025-03-24 05:15:40 - Mitigated agent 0: deviation=100.08, median=-41.20, weight=0.16, threshold=83.57, original=58.88, new=42.38
2025-03-24 05:15:40 - Mitigated agent 1: deviation=106.04, median=-7.38, weight=0.03, threshold=102.98, original=-113.42, new=-110.36
2025-03-24 05:15:40 - Mitigated agent 1: deviation=102.55, median=-8.45, weight=0.14, threshold=88.53, original=-111.00, new=-96.98
2025-03-24 05:15:41 - Mitigated agent 0: deviation=113.73, median=-6.47, weight=0.11, threshold=101.51, original=-120.19, new=-107.97
2025-03-24 05:15:41 - Mitigated agent 0: deviation=120.61, median=-4.79, weight=0.29, threshold=85.52, original=-125.40, new=-90.31
2025-03-24 05:15:41 - Mitigated agent 0: deviation=117.23, median=-3.24, weight=0.30, threshold=81.82, original=-120.47, new=-85.06
2025-03-24 05:15:41 - Mitigated agent 0: deviation=93.21, median=-2.36, weight=0.07, threshold=86.27, original=-95.57, new=-88.63
2025-03-24 05:15:41 - Mitigated agent 1: deviation=236.04, median=16.92, weight=0.01, threshold=233.83, original=-219.12, new=-216.91
2025-03-24 05:15:41 - Mitigated agent 2: deviation=255.94, median=-48.59, weight=0.62, threshold=97.23, original=207.35, new=48.64
2025-03-24 05:15:41 - Mitigated agent 3: deviation=228.66, median=-5.68, weight=0.49, threshold=116.30, original=222.99, new=110.62
2025-03-24 05:15:41 - Mitigated agent 0: deviation=214.65, median=-7.30, weight=0.47, threshold=114.16, original=-221.95, new=-121.46
2025-03-24 05:15:41 - Mitigated agent 2: deviation=117.24, median=-7.30, weight=0.03, threshold=114.16, original=-124.54, new=-121.46
2025-03-24 05:15:41 - Mitigated agent 2: deviation=104.49, median=-13.23, weight=0.05, threshold=98.82, original=-117.72, new=-112.05
2025-03-24 05:15:41 - Mitigated agent 3: deviation=202.31, median=-13.23, weight=0.51, threshold=98.82, original=189.08, new=85.59
2025-03-24 05:15:41 - Mitigated agent 0: deviation=184.04, median=-2.71, weight=0.37, threshold=116.15, original=-186.75, new=-118.86
2025-03-24 05:15:41 - Mitigated agent 0: deviation=132.42, median=-9.65, weight=0.01, threshold=131.44, original=122.77, new=121.79
2025-03-24 05:15:41 - Mitigated agent 0: deviation=107.10, median=36.43, weight=0.04, threshold=103.34, original=-70.67, new=-66.91
2025-03-24 05:15:41 - Mitigated agent 0: deviation=104.96, median=36.45, weight=0.14, threshold=89.86, original=-68.51, new=-53.41
2025-03-24 05:15:41 - Mitigated agent 0: deviation=248.43, median=79.24, weight=0.01, threshold=244.96, original=-169.19, new=-165.72
2025-03-24 05:15:41 - Mitigated agent 0: deviation=282.98, median=91.82, weight=0.32, threshold=192.08, original=-191.16, new=-100.26
2025-03-24 05:15:41 - Mitigated agent 0: deviation=357.00, median=103.22, weight=0.60, threshold=141.58, original=-253.78, new=-38.36
2025-03-24 05:15:41 - Mitigated agent 0: deviation=267.83, median=88.00, weight=0.63, threshold=98.05, original=-179.83, new=-10.05
2025-03-24 05:15:42 - Mitigated agent 2: deviation=1458.21, median=368.31, weight=0.64, threshold=522.85, original=-1089.90, new=-154.54
2025-03-24 05:15:42 - Mitigated agent 1: deviation=451.04, median=21.08, weight=0.51, threshold=219.21, original=-429.95, new=-198.12
2025-03-24 05:15:42 - Mitigated agent 1: deviation=482.89, median=-61.71, weight=0.38, threshold=298.38, original=421.17, new=236.67
2025-03-24 05:15:42 - Mitigated agent 1: deviation=498.66, median=47.68, weight=0.48, threshold=258.85, original=-450.98, new=-211.16
2025-03-24 05:15:42 - Mitigated agent 0: deviation=217.40, median=-52.92, weight=0.19, threshold=175.24, original=164.48, new=122.32
2025-03-24 05:15:42 - Mitigated agent 0: deviation=194.22, median=-51.85, weight=0.53, threshold=91.04, original=142.37, new=39.19
2025-03-24 05:15:42 - Mitigated agent 0: deviation=128.88, median=-25.23, weight=0.26, threshold=95.87, original=103.65, new=70.64
2025-03-24 05:15:42 - Mitigated agent 0: deviation=426.82, median=-128.18, weight=0.32, threshold=290.61, original=298.63, new=162.43
2025-03-24 05:15:42 - Mitigated agent 2: deviation=28693.56, median=-9104.69, weight=0.34, threshold=19040.05, original=19588.87, new=9935.36
2025-03-24 05:15:42 - Mitigated agent 2: deviation=28123.95, median=-9053.69, weight=0.55, threshold=12710.47, original=19070.26, new=3656.77
2025-03-24 05:15:42 - Mitigated agent 0: deviation=8778.49, median=-2740.48, weight=0.10, threshold=7937.67, original=6038.01, new=5197.18
2025-03-24 05:15:42 - Mitigated agent 1: deviation=6625.91, median=-415.71, weight=0.43, threshold=3746.57, original=6210.20, new=3330.86
2025-03-24 05:15:42 - Mitigated agent 0: deviation=5243.04, median=-415.71, weight=0.29, threshold=3746.57, original=-5658.76, new=-4162.28
2025-03-24 05:15:42 - Mitigated agent 0: deviation=6036.99, median=1958.69, weight=0.61, threshold=2358.38, original=-4078.30, new=-399.69
2025-03-24 05:15:42 - Mitigated agent 1: deviation=8699.35, median=279.73, weight=0.14, threshold=7438.67, original=-8419.63, new=-7158.94
2025-03-24 05:15:42 - Mitigated agent 1: deviation=12743.27, median=771.08, weight=0.74, threshold=3277.92, original=-11972.19, new=-2506.84
2025-03-24 05:15:42 - Mitigated agent 2: deviation=3687.97, median=771.08, weight=0.11, threshold=3277.92, original=4459.05, new=4049.00
2025-03-24 05:15:42 - Mitigated agent 1: deviation=11633.81, median=-853.47, weight=0.80, threshold=1665.12, original=10780.34, new=1473.29
2025-03-24 05:15:42 - Mitigated agent 0: deviation=5165.92, median=-853.47, weight=0.68, threshold=1665.12, original=-6019.39, new=-2518.59
2025-03-24 05:15:42 - Mitigated agent 1: deviation=14135.33, median=-1250.99, weight=0.71, threshold=4111.13, original=12884.35, new=2860.14
2025-03-24 05:15:42 - Mitigated agent 1: deviation=14529.96, median=1158.23, weight=0.45, threshold=7972.16, original=-13371.72, new=-6813.93
2025-03-24 05:15:42 - Mitigated agent 1: deviation=9359.95, median=-996.26, weight=0.15, threshold=7942.92, original=8363.69, new=6946.66
2025-03-24 05:15:42 - Mitigated agent 0: deviation=46903.83, median=14694.06, weight=0.08, threshold=43065.72, original=-32209.77, new=-28371.66
2025-03-24 05:15:42 - Mitigated agent 0: deviation=49168.96, median=15493.81, weight=0.17, threshold=41050.11, original=-33675.15, new=-25556.31
2025-03-24 05:15:42 - Mitigated agent 0: deviation=48032.11, median=15147.37, weight=0.18, threshold=39436.74, original=-32884.75, new=-24289.37
2025-03-24 05:15:42 - Mitigated agent 0: deviation=43193.00, median=13593.23, weight=0.14, threshold=37012.14, original=-29599.76, new=-23418.90
2025-03-24 05:15:42 - Mitigated agent 0: deviation=37097.59, median=11609.85, weight=0.06, threshold=34996.52, original=-25487.74, new=-23386.68
2025-03-24 05:15:42 - Mitigated agent 0: deviation=11955.93, median=-3728.60, weight=0.09, threshold=10824.17, original=8227.33, new=7095.57
2025-03-24 05:15:42 - Mitigated agent 0: deviation=16128.42, median=-5164.51, weight=0.45, threshold=8812.30, original=10963.91, new=3647.80
2025-03-24 05:15:42 - Mitigated agent 0: deviation=19284.10, median=-6242.87, weight=0.63, threshold=7209.43, original=13041.23, new=966.56
2025-03-24 05:15:42 - Mitigated agent 0: deviation=17054.99, median=-5541.09, weight=0.70, threshold=5197.57, original=11513.90, new=-343.53
2025-03-24 05:15:42 - Mitigated agent 0: deviation=10397.76, median=-3388.02, weight=0.73, threshold=2783.46, original=7009.73, new=-604.56
2025-03-24 05:15:42 - Mitigated agent 0: deviation=2347.28, median=-755.57, weight=0.67, threshold=771.60, original=1591.71, new=16.03
